faculty,programme,programme_slug,career_title
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Seismologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Exploration Geologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Geotechnical Engineer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Soil Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Remote Sensing Specialist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,GIS Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Natural Resource Manager
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Groundwater Consultant
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Environmental Consultant
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Drilling Engineer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Geological Surveyor
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Earth Science Educator
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Biochemist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Biomedical Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Clinical Research Associate
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Laboratory Technician
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Pharmaceutical Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Toxicologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Geneticist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Research Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Biotechnology Consultant
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Forensic Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Quality Control Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Food Safety Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Molecular Biologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Microbiologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Environmental Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Medical Science Liaison
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Health and Safety Officer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Science Communicator
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Regulatory Affairs Specialist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Academic Researcher
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Data Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Statistician
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Actuary
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Financial Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Operations Research Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Mathematician
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Risk Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Quantitative Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Data Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Market Research Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Software Developer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Cryptographer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Investment Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Business Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Research Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Machine Learning Engineer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Economist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Systems Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Academic Lecturer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Algorithm Developer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Biotechnologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Research Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Biomedical Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Genetic Counselor
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Pharmaceutical Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Quality Control Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Bioprocess Engineer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Clinical Research Coordinator
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Environmental Biotechnologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Molecular Biologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Food Technologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Bioinformatics Specialist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Regulatory Affairs Specialist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Laboratory Technician
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Biomanufacturing Specialist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Agricultural Biotechnologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Forensic Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Medical Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Science Communicator
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOTECHNOLOGY,bachelor-of-science-in-biotechnology,Biotech Sales Specialist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Science Teacher
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Lecturer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Curriculum Developer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Educational Consultant
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Science Communicator
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Research Assistant
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Laboratory Technician
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Education Policy Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Science Writer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Educational Technology Specialist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Tutor
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,STEM Program Coordinator
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Academic Advisor
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Environmental Educator
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Science Outreach Officer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Content Developer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Educational Publisher
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Training Specialist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Examination Officer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE WITH EDUCATION,bachelor-of-science-with-education,Education Administrator
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Actuary
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Risk Analyst
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Insurance Underwriter
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Pension Consultant
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Investment Analyst
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Data Analyst
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Financial Risk Manager
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Actuarial Consultant
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Insurance Broker
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Risk Manager
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Pricing Analyst
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Claims Analyst
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Quantitative Analyst
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Corporate Finance Analyst
FACULTY OF SCIENCE,BACHELOR OF ACTUARIAL SCIENCE,bachelor-of-actuarial-science,Reinsurance Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Microbiologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Molecular Geneticist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Biomedical Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Clinical Laboratory Technologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Research Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Biotechnologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Quality Control Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Pharmaceutical Sales Representative
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Environmental Microbiologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Public Health Microbiologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Food Safety Specialist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Forensic Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Laboratory Manager
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Genetic Counselor (with further study)
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Vaccine Development Specialist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Industrial Microbiologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Science Communicator
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Regulatory Affairs Associate
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Academic Research Assistant
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MICROBIOLOGY AND MOLECULAR GENETICS,bachelor-of-science-in-microbiology-and-molecular-genetics,Bioinformatics Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Statistician
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Data Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Data Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Biostatistician
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Actuary
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Risk Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Market Research Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Financial Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Business Intelligence Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Operations Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Policy Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Quality Control Analyst
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Research Scientist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Statistical Programmer
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Econometrician
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Epidemiologist
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Survey Researcher
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Sports Statistician
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Insurance Underwriter
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN STATISTICS,bachelor-of-science-in-statistics,Demographer
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Sports Marketing Manager
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Event Coordinator
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Sports Agent
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Athletic Director
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Sports Facility Manager
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Sports Analyst
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Sports Public Relations Specialist
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Sports Development Officer
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Fitness Center Manager
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Sports Journalist
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Team Operations Manager
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Sponsorship Coordinator
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Sports Coach
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Recreation Manager
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Sports Data Analyst
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Sports Consultant
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Tournament Director
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Sports Official
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Athlete Liaison Officer
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management,Sports Product Manager
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Exercise Physiologist
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Sports Coach
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Fitness Trainer
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Rehabilitation Specialist
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Strength and Conditioning Coach
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Sports Scientist
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Athletic Trainer
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Wellness Consultant
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Physical Therapy Assistant
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Sports Nutritionist
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Health Promotion Specialist
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Occupational Therapist (with further study)
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Exercise Therapist
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Corporate Wellness Coordinator
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Bio-mechanist
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Sports Psychologist Assistant
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Kinesiologist
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Sports Medicine Technician
FACULTY OF SPORTS AND EXERCISE SCIENCE,BACHELOR OF SPORTS SCIENCE (EXERCISE SCIENCE),bachelor-of-sport-sciences,Research Assistant in Sports Science
