onet_code,reported_title
13-2051.00,Financial Analyst
13-2051.00,Investment Analyst
13-2051.00,Planning Analyst
13-2051.00,Portfolio Manager
13-2051.00,Real Estate Analyst
13-2051.00,Securities Analyst
13-2051.00,Trust Officer
13-2052.00,Certified Financial Planner (CFP)
13-2052.00,Financial Advisor
13-2052.00,Financial Consultant
13-2052.00,Financial Counselor
13-2052.00,Financial Life Planner
13-2052.00,Financial Planner
13-2052.00,Investment Advisor
13-2052.00,Portfolio Manager
13-2052.00,Wealth Advisor
13-2052.00,Wealth Manager
13-2053.00,Account Underwriter
13-2053.00,Automobile and Property Underwriter
13-2053.00,Commercial Lines Underwriter
13-2053.00,Health Underwriter
13-2053.00,Life Underwriter
13-2053.00,Personal Lines Underwriter
13-2053.00,Underwriter
13-2053.00,Underwriting Consultant
13-2054.00,Analyst
13-2054.00,Equity Research Analyst
13-2054.00,Risk Analyst
13-2054.00,Risk Manager
13-2054.00,Risk Specialist
13-2054.00,Securities Analyst
13-2061.00,Bank Examiner
13-2061.00,Bank Secrecy Act Anti-Money Laundering Officer (BSA/AML Officer)
13-2061.00,Community Reinvestment Act Officer (CRA Officer)
13-2061.00,Compliance Analyst
13-2061.00,Compliance Specialist
13-2061.00,Credit Union Examiner
13-2061.00,Credit Union Field Examiner
13-2061.00,Examining Officer
13-2061.00,Internal Auditor
13-2071.00,Accredited Financial Counselor
13-2071.00,Budget Credit Counselor
13-2071.00,Certified Consumer Credit and Housing Counselor
13-2071.00,Certified Credit Consultant
13-2071.00,Certified Credit Counselor
13-2071.00,Certified Financial Coach
13-2071.00,Certified Personal Finance Counselor
13-2071.00,Financial Coach
13-2071.00,Financial Health Counselor
13-2071.00,Housing Counselor
13-2072.00,Commercial Banker
13-2072.00,Commercial Loan Officer
13-2072.00,Corporate Banking Officer
13-2072.00,Financial Aid Advisor
13-2072.00,Financial Aid Counselor
13-2072.00,Financial Aid Officer
13-2072.00,Financial Counselor
13-2072.00,Loan Counselor
13-2072.00,Loan Officer
13-2072.00,Mortgage Loan Officer
13-2081.00,City Tax Auditor
13-2081.00,Collections Specialist
13-2081.00,Revenue Agent
13-2081.00,Revenue Collector
13-2081.00,Revenue Officer
13-2081.00,Revenue Specialist
13-2081.00,Tax Collector
13-2081.00,Tax Compliance Officer
13-2081.00,Tax Examiner
13-2081.00,Tax Examining Technician
13-2082.00,CPA (Certified Public Accountant)
13-2082.00,Enrolled Agent
13-2082.00,Income Tax Preparer
13-2082.00,Tax Accountant
13-2082.00,Tax Advisor
13-2082.00,Tax Associate
13-2082.00,Tax Consultant
13-2082.00,Tax Preparer
13-2082.00,Tax Professional
13-2082.00,Tax Specialist
13-2099.01,Investment Portfolio Control Consultant
13-2099.01,Investment Strategist
13-2099.01,Portfolio Manager
13-2099.01,Quantitative Analyst
13-2099.01,Quantitative Equity Analyst
13-2099.01,Quantitative Research Analyst
13-2099.01,Quantitative Strategy Analyst
13-2099.01,Research Analyst
13-2099.04,Anti-Fraud Operations Analyst
13-2099.04,Casino Gaming Regulator
13-2099.04,Certified Fraud Examiner (CFE)
13-2099.04,Confidential Investigator
13-2099.04,Financial Crimes Investigator
13-2099.04,Financial Investigator
13-2099.04,Fraud Analyst
13-2099.04,SIU Clinical Investigator (Special Investigations Unit Clinical Investigator)
13-2099.04,SIU Field Investigator (Special Investigations Unit Field Investigator)
13-2099.04,Special Investigations Unit Investigator (SIU Investigator)
15-1211.00,Applications Analyst
15-1211.00,Business Systems Analyst
15-1211.00,Computer Analyst
15-1211.00,Computer Systems Analyst
15-1211.00,Computer Systems Consultant
15-1211.00,Information Systems Analyst (ISA)
15-1211.00,IT Analyst (Information Technology Analyst)
15-1211.00,IT Systems Analyst (Information Technology Systems Analyst)
15-1211.00,Programmer Analyst
15-1211.00,Systems Analyst
15-1211.01,Clinical Electronic Health Record Nurse (Clinical EHR Nurse)
15-1211.01,Clinical Informaticist
15-1211.01,Clinical Informatics Analyst
15-1211.01,Clinical Informatics Nurse
15-1211.01,Clinical Informatics Specialist
15-1211.01,Health Informaticist
15-1211.01,Nursing Informatics Officer
15-1211.01,Nursing Informatics Specialist
15-1211.01,RN Clinical Information Systems Coordinator (Registered Nurse Clinical Information Systems Coordinator)
15-1211.01,RN Clinical Information Systems Educator (Registered Nurse Clinical Information Systems Educator)
15-1212.00,Information Security Officer
15-1212.00,Information Security Specialist
15-1212.00,Information Systems Security Analyst
15-1212.00,Information Systems Security Officer (ISSO)
15-1212.00,Information Technology Security Analyst (IT Security Analyst)
15-1212.00,Network Security Analyst
15-1212.00,Security Analyst
15-1212.00,Systems Analyst
15-1221.00,Computer Scientist
15-1221.00,Computer Specialist
15-1221.00,Control System Computer Scientist
15-1221.00,Research Scientist
15-1221.00,Scientific Programmer Analyst
15-1231.00,Computer Network Specialist
15-1231.00,IT Consultant (Information Technology Consultant)
15-1231.00,Network Specialist
15-1231.00,Network Support Specialist
15-1231.00,Network Technical Analyst
15-1231.00,Network Technician
15-1231.00,Personal Computer Network Analyst
15-1231.00,Systems Specialist
15-1232.00,Computer Support Specialist
15-1232.00,Computer Tech (Computer Technician)
15-1232.00,Desktop Support Technician (Desktop Support Tech)
15-1232.00,Help Desk Analyst
15-1232.00,Help Desk Tech (Help Desk Technician)
15-1232.00,IS Tech (Information Systems Technician)
15-1232.00,IT Specialist (Information Technology Specialist)
15-1232.00,IT Support Specialist (Information Technology Support Specialist)
15-1232.00,IT Tech (Information Technology Technician)
15-1232.00,Technical Support Specialist
15-1241.00,Computer Network Technologist
15-1241.00,Network Analyst
15-1241.00,Network Consultant
15-1241.00,Network Systems Consultant
15-1241.00,Networking Systems Engineer
15-1241.00,Solutions Architect
15-1241.00,System Programmer
15-1241.00,Systems Engineer
15-1241.00,WAN Engineer (Wide Area Network Engineer)
15-1241.00,Wireless Network Engineer
15-1241.01,Communications Engineer
15-1241.01,Communications Infrastructure Engineer
15-1241.01,Communications Systems Technician (Communications Systems Tech)
15-1241.01,Engineer
15-1241.01,Infrastructure Engineer
15-1241.01,Network Engineer
15-1241.01,Signal Operations Support Specialist (Signal Ops Support Specialist)
15-1241.01,Telecommunication Design Engineer (Telecom Design Engineer)
15-1241.01,Telecommunications Consultant (Telecom Consultant)
15-1241.01,Telecommunications Engineer (Telecom Engineer)
15-1242.00,Database Administration Manager
15-1242.00,Database Administrator (DBA)
15-1242.00,Database Analyst
15-1242.00,Database Coordinator
15-1242.00,Database Engineer
15-1242.00,Database Manager
15-1242.00,Development and Database Administration Manager
15-1242.00,IS Admin (Information Systems Administrator)
15-1242.00,Systems Administrator (Systems Admin)
15-1243.00,Data Architect
15-1243.00,Data Engineer
15-1243.00,Data Officer
15-1243.00,Database Analyst
15-1243.00,Database Architect
15-1243.00,Database Consultant
15-1243.00,Database Developer
15-1243.00,Database Programmer
15-1243.00,Enterprise Architect
15-1243.00,Information Architect
15-1243.01,Data Warehouse Analyst
15-1243.01,Data Warehouse Solution Architect
15-1244.00,LAN Administrator (Local Area Network Administrator)
15-1244.00,LAN Specialist (Local Area Network Specialist)
15-1244.00,Network Administrator (Network Admin)
15-1244.00,Network Analyst
15-1244.00,Network Coordinator
15-1244.00,Network Engineer
15-1244.00,Network Manager
15-1244.00,Network Specialist
15-1244.00,Systems Engineer
15-1251.00,Analyst Programmer
15-1251.00,Application Programmer Analyst
15-1251.00,Computer Programmer
15-1251.00,Computer Programmer Analyst
15-1251.00,Internet Programmer
15-1251.00,Java Developer
15-1251.00,Programmer
15-1251.00,Programmer Analyst
15-1251.00,Web Applications Programmer
15-1251.00,Web Programmer
15-1252.00,Application Developer
15-1252.00,Application Integration Engineer
15-1252.00,Developer
15-1252.00,DevOps Engineer (Development Operations Engineer)
15-1252.00,Infrastructure Engineer
15-1252.00,Software Architect
15-1252.00,Software Developer
15-1252.00,Software Development Engineer
15-1252.00,Software Engineer
15-1252.00,Systems Engineer
15-1253.00,Automation Tester
15-1253.00,Information Technology Analyst (IT Analyst)
15-1253.00,Quality Assurance Analyst (QA Analyst)
15-1253.00,Quality Assurance Engineer (QA Engineer)
15-1253.00,Quality Engineer
15-1253.00,Software Quality Assurance Analyst (SQA Analyst)
15-1253.00,Software Quality Assurance Engineer (SQA Engineer)
15-1253.00,Software Quality Engineer
15-1253.00,Software Test Engineer
15-1253.00,Test Engineer
15-1254.00,Technology Applications Engineer
15-1254.00,Web Architect
15-1254.00,Web Design Specialist
15-1254.00,Web Developer
15-1254.00,Webmaster
15-1255.00,UI Developer (User Interface Developer)
15-1255.00,UX Developer (User Experience Developer)
15-1255.00,UX Engineer (User Experience Engineer)
15-1255.00,Web Administration Coordinator (Web Admin Coordinator)
15-1255.00,Web Architect
15-1255.00,Web Content Developer
15-1255.00,Web Content Specialist
15-1255.00,Web Design Specialist
15-1255.00,Web Designer
15-1255.00,Webmaster
15-1255.01,Design Director
15-1255.01,Designer
15-1255.01,Environmental Artist
15-1255.01,Game Design Consultant
15-1255.01,Game Designer
15-1255.01,Gamemaster
15-1255.01,Level Designer
15-1255.01,World Designer
15-1299.01,Corporate Webmaster
15-1299.01,Web Administrator
15-1299.01,Web Content Coordinator
15-1299.01,Web Content Manager
15-1299.01,Web Director
15-1299.01,Web Manager
15-1299.01,Web Site Manager
15-1299.01,Web Technologies Administrator
15-1299.01,Webmaster
15-1299.02,Geospatial Technician
15-1299.02,GIS Admin (Geographic Information Systems Administrator)
15-1299.02,GIS Analyst (Geographic Information System Analyst)
15-1299.02,GIS Analyst (Geographic Information Systems Analyst)
15-1299.02,GIS Applications Specialist (Geographic Information Systems Applications Specialist)
15-1299.02,GIS Assessment Tech (Geographic Information Systems Assessment Technician)
15-1299.02,GIS Coordinator (Geographic Information Systems Coordinator)
15-1299.02,GIS Developer (Geographic Information Systems Developer)
15-1299.02,GIS Specialist (Geographic Information Systems Specialist)
15-1299.02,GIS Tech (Geographic Information Systems Technician)
15-1299.03,Business Records Manager
15-1299.03,Certified Document Imaging Architect
15-1299.03,Document Control Manager
15-1299.03,Document Management Consultant
15-1299.03,ECM Consultant (Enterprise Content Management Consultant)
15-1299.03,Electronic Content Manager
15-1299.03,Record Systems Analyst
15-1299.03,Records and Information Management Consultant (RIM Consultant)
15-1299.03,Records and Information Management Specialist (RIM Specialist)
15-1299.03,Records Manager
15-1299.04,Cyber Systems Engineer
15-1299.04,Security Consultant
15-1299.04,Security Engineer
15-1299.04,System Vulnerability Analyst
15-1299.04,Threat Hunter
15-1299.04,Vulnerability Assessor
15-1299.05,BISO (Business Information Security Officer)
15-1299.05,Cloud Engineer
15-1299.05,Engineer
15-1299.05,Information Security Auditor
15-1299.05,Information Security System Engineer
15-1299.05,Infrastructure Security Engineer
15-1299.05,Security Analyst
15-1299.05,Security Data Scientist
15-1299.05,Security Engineer
15-1299.05,Systems Engineer
15-1299.06,Computer Forensics Analyst
15-1299.06,Digital Forensic Examiner
15-1299.06,Digital Forensics Examiner
15-1299.06,Digital Forensics Specialist
15-1299.07,Blockchain Consultant
15-1299.07,DLT Software Engineer (Distributed Ledger Technology Software Engineer)
15-1299.08,Infrastructure Engineer
15-1299.08,IT Architect (Information Technology Architect)
15-1299.08,IT Engineer (Information Technology Engineer)
15-1299.08,Network and Infrastructure Engineer
15-1299.08,Solutions Architect
15-1299.08,Systems Application Engineer
15-1299.08,Systems Architect
15-1299.08,Systems Consultant
15-1299.08,Systems Engineer
15-1299.08,Web Architect
15-1299.09,Cloud Product Director
15-1299.09,Cybersecurity Project Manager
15-1299.09,Data Center Product Director
15-1299.09,Information Systems Project Manager (IS Project Manager)
15-1299.09,IT Manager (Information Technology Manager)
15-1299.09,IT Program Manager (Information Technology Program Manager)
15-1299.09,IT Project Manager (Information Technology Project Manager)
15-1299.09,Scrum Master
15-1299.09,Transition Program Manager
15-2011.00,Actuarial Analyst
15-2011.00,Actuarial Associate
15-2011.00,Actuarial Consultant
15-2011.00,Actuary
15-2011.00,Consulting Actuary
15-2011.00,Health Actuary
15-2011.00,Life Actuary
15-2011.00,Pricing Actuary
15-2011.00,Product Development Actuary
15-2011.00,Reserving Actuary
15-2021.00,Agent-Based Modeler
15-2021.00,Computational Mathematician
15-2021.00,Computational Scientist
15-2021.00,Cryptographer
15-2021.00,Cryptographic Vulnerability Analyst
15-2021.00,Mathematician
15-2021.00,Research Computing Specialist
15-2021.00,Research Scientist
15-2021.00,Researcher
15-2031.00,Advanced Analytics Associate
15-2031.00,Analytical Strategist
15-2031.00,Decision Analyst
15-2031.00,Operations Research Analyst (Ops Research Analyst)
15-2031.00,Operations Research Scientist (Ops Research Scientist)
15-2031.00,Optimization Analyst
15-2031.00,Researcher
15-2041.00,Database Analyst
15-2041.00,Demographer
15-2041.00,Education Research Analyst
15-2041.00,Mathematical Statistician
15-2041.00,Psychometric Consultant
15-2041.00,Quantitative Methodologist
15-2041.00,Statistical Analyst
15-2041.00,Statistical Consultant
15-2041.00,Statistical Reporting Analyst
15-2041.00,Statistician
15-2041.01,Biometrician
15-2041.01,Biostatistical Consultant
15-2041.01,Biostatistician
15-2041.01,Research Scientist
15-2041.01,Statistical Scientist
15-2051.01,Business Analyst
15-2051.01,Business Intelligence Analyst (BI Analyst)
15-2051.01,Business Intelligence Consultant (BI Consultant)
15-2051.01,Business Intelligence Coordinator (BI Coordinator)
15-2051.01,Business Intelligence Specialist (BI Specialist)
15-2051.01,Competitive Intelligence Analyst
15-2051.01,Intelligence Analyst
15-2051.01,Market Intelligence Analyst
15-2051.01,Market Intelligence Consultant
15-2051.01,Strategic Business and Technology Intelligence Consultant
15-2051.02,Clinical Data Management Director (CDM Director)
15-2051.02,Clinical Data Management Manager (CDM Manager)
15-2051.02,Clinical Data Manager
15-2051.02,Clinical Informatics Manager
15-2051.02,Data Deliverables Manager
15-2051.02,Data Management Manager
15-2099.01,Biocurator
15-2099.01,Bioinformatics Analyst
15-2099.01,Bioinformatics Data Analyst
15-2099.01,Bioinformatics Specialist
15-2099.01,Biotechnician
15-2099.01,Research Scientist
15-2099.01,Research Specialist
15-2099.01,Scientific Informatics Analyst
17-1011.00,Architect
17-1011.00,Architectural Designer
17-1011.00,Design Architect
17-1011.00,Planner
17-1011.00,Project Architect
17-1011.00,Specifications Writer
17-1012.00,AP BD+C (Accredited Professional in Building Design and Construction)
17-1012.00,Golf Course Architect
17-1012.00,Land Planner
17-1012.00,Landscape Architect
17-1012.00,Landscape Designer
17-1012.00,Landscape Planner
17-1012.00,Park Planner
17-1012.00,Planner
17-1012.00,Professional Landscape Architect (PLA)
17-1012.00,Project Landscape Architect
17-1021.00,Aerial Photogrammetrist
